percent_share,expected_share,RCA,iso_3digit_alpha,country_name_full,product_description
13.04718,0.0514,254,GMB,Gambia,"Coconuts, brazil cashew nuts, fresh/dried"
6.31994,0.05904,107,GMB,Gambia,"Lumber, sawn lengthwise ,etc. non conifer"
0.05321,0.00065,82,GMB,Gambia,Postage and similar stamps of philatelic inter.
0.31954,0.00822,39,GMB,Gambia,"Fabrics, woven, of continuous regenerated fibres"
0.94099,0.03301,29,GMB,Gambia,"Hoopwood, chipwood, split, poles, piles, etc."
0.94056,0.03928,24,GMB,Gambia,"Meat & fish meal, unfit for human consumption"
0.07735,0.00018,429,PSE,State of Palestine,"Fabrics, woven, of metal thread or of yarn"
1.15569,0.0035,331,PSE,State of Palestine,"Glazed ceramic setts, flags and tiles"
15.72317,0.05763,273,PSE,State of Palestine,Worked building or monumental stone
2.69736,0.01081,250,PSE,State of Palestine,"Tropical fruit, dried"
2.66591,0.02064,129,PSE,State of Palestine,Gravel & crushed stone
0.08988,0.00084,108,PSE,State of Palestine,Lead oxides
4.53783,0.0423,107,PSE,State of Palestine,Olive oil
0.86304,0.00951,91,PSE,State of Palestine,Bars and rods of high carbon steel
0.3065,0.00346,89,PSE,State of Palestine,Lead waste and scrap
1.37204,0.02041,67,PSE,State of Palestine,"Boxes, cases, crates, complete"
0.04514,0.00618,7,DEU,Germany,"Electric railway locomotives, not self generat."
0.00574,0.00079,7,DEU,Germany,Briquettes of coal
0.0204,0.00366,6,DEU,Germany,Hops
0.00165,3.00E-04,6,DEU,Germany,"Sugar beet, fresh or dried; sugar cane"
0.0286,0.00527,5,DEU,Germany,Machinery for manufacturing/finishing of felt
0.00226,0.00045,5,DEU,Germany,Wood wool and wood flour
0.05737,0.01145,5,DEU,Germany,"Road rollers, mechanically propelled"
0.06932,0.01491,5,DEU,Germany,"Compound optical microscopes, etc"
0.00492,0.00109,5,DEU,Germany,Filterblocks of paper pulp
0.00109,0.00024,5,DEU,Germany,"Wicks of textile fabrics, gas mantle fabrics"
7.11865,0.05089,140,GHA,Ghana,"Cocoa beans, raw or roasted"
3.31634,0.04484,74,GHA,Ghana,Ores and concentrates of manganese
0.04126,0.00081,51,GHA,Ghana,"Cocoa shells, husks, skins and waste"
1.59735,0.03247,49,GHA,Ghana,Cocoa butter (fat or oil)
2.03252,0.0514,40,GHA,Ghana,"Coconuts, brazil cashew nuts, fresh/dried"
0.43734,0.01321,33,GHA,Ghana,"Cocoa powder, unsweetened"
0.38472,0.01849,21,GHA,Ghana,"Fixed vegetable oils, n.e.s."
0.70666,0.03574,20,GHA,Ghana,"Sawlogs & veneer logs, in the rough non conifer"
0.10948,0.00616,18,GHA,Ghana,Lime
0.53305,0.03673,15,GHA,Ghana,Colloidal precious metals & compounds org/inorg
33.74672,0.44848,75,GIB,Gibraltar,"Ships and boats, other than warships"
0.03686,0.00065,57,GIB,Gibraltar,Postage and similar stamps of philatelic inter.
1.08609,0.03826,28,GIB,Gibraltar,"Wire, cables, ropes etc. not insulated, iron/steel"
0.0437,0.00165,26,GIB,Gibraltar,"Combustible preparations and products, n.e.s."
0.05072,0.00386,13,GIB,Gibraltar,Cereal meal & groats excl. Of wheat or meslin
0.35948,0.02845,13,GIB,Gibraltar,"Casks, drums, etc. used for transport of aluminium"
0.26535,0.0215,12,GIB,Gibraltar,"Sulphur, not sublimed, precipitd or colloidal"
0.32641,0.03073,11,GIB,Gibraltar,"Cast, rolled, drawn or blown glass not rectangles"
43.95794,4.28148,10,GIB,Gibraltar,"Passenger motor cars, other than buses"
3.78079,0.41865,9,GIB,Gibraltar,"Fish, fresh, chilled or frozen"
0.57116,0.00035,1614,KIR,Kiribati,"Copra, ex. flour and meal"
2.9618,0.01323,224,KIR,Kiribati,Coconut copra oil
88.46229,0.41865,211,KIR,Kiribati,"Fish, fresh, chilled or frozen"
0.0295,0.00083,36,KIR,Kiribati,Coral and shells and their wastes
5.55713,0.44848,12,KIR,Kiribati,"Ships and boats, other than warships"
0.08035,0.01047,8,KIR,Kiribati,"Nets and netting of cordage, etc."
0.13185,0.02064,6,KIR,Kiribati,Gravel & crushed stone
0.17086,0.04072,4,KIR,Kiribati,Internal combustion engines for aircraft
0.02406,0.00642,4,KIR,Kiribati,Machinery ex. sewing mach. For working hides etc
0.00197,0.00065,3,KIR,Kiribati,Postage and similar stamps of philatelic inter.
0.15783,0.00135,117,GRC,Greece,Cotton seed
0.41425,0.00585,71,GRC,Greece,Natural asphalt & natural bitumen
0.04405,0.00103,43,GRC,Greece,Puddled bars & pilings & sim. forms of iron/ste.
1.47705,0.03692,40,GRC,Greece,"Tubes, pipes and blanks, hollow bars of copper"
0.93513,0.02679,35,GRC,Greece,Razors and razor blades
1.22491,0.0423,29,GRC,Greece,Olive oil
1.39043,0.05291,26,GRC,Greece,"Tobacco, manufactured for smoking, chewing snuff"
0.06023,0.00235,26,GRC,Greece,Manganese oxides
1.54941,0.06189,25,GRC,Greece,"Vegetables otherwise preserved or prepared, n.e.s."
0.09019,0.00384,23,GRC,Greece,Vegetables in temporary preservative
0.03701,8.00E-05,474,GRL,Greenland,"Other coarse hair, not carded or combed"
15.56607,0.08983,173,GRL,Greenland,"Crustacean & molluscs, prepared or preserved"
32.10955,0.20536,156,GRL,Greenland,"Crustacean & molluscs, fresh, chilled, salted, dried"
48.23857,0.41865,115,GRL,Greenland,"Fish, fresh, chilled or frozen"
0.06168,0.00065,95,GRL,Greenland,Postage and similar stamps of philatelic inter.
1.61697,0.03776,43,GRL,Greenland,"Fish, salted, dried or smoked"
0.04844,0.00431,11,GRL,Greenland,Fish waste
0.02748,0.00766,4,GRL,Greenland,"Fur skins, tanned or dressed"
1.52912,0.44848,3,GRL,Greenland,"Ships and boats, other than warships"
0.00408,0.00201,2,GRL,Greenland,"Sheep and lamb skins, with the wool on"
14.85123,0.00665,2233,GRD,Grenada,"Nutmeg, mace & cardamoms"
3.65069,0.00833,438,GRD,Grenada,"Cider & fermented beverages, n.e.s."
4.71697,0.02768,170,GRD,Grenada,Flour of wheat or of meslin
2.85423,0.02056,139,GRD,Grenada,Other paper & paperboard cut to size
6.87797,0.05089,135,GRD,Grenada,"Cocoa beans, raw or roasted"
3.7639,0.02845,132,GRD,Grenada,"Fruit pres. By freezing, not cont. Added sugar"
5.05626,0.07837,65,GRD,Grenada,Other fresh fruit
21.82112,0.41865,52,GRD,Grenada,"Fish, fresh, chilled or frozen"
0.51436,0.01392,37,GRD,Grenada,"Roots & tubers, fresh or dried, sago pith"
3.42063,0.13146,26,GRD,Grenada,"Varnishes, lacquers, distempers, water pigments"
2.27926,0.00665,343,GUM,Guam,"Nutmeg, mace & cardamoms"
1.28288,0.01494,86,GUM,Guam,Soups and broths
15.27317,0.20284,75,GUM,Guam,Iron & steel scrap
8.85698,0.12475,71,GUM,Guam,Copper waste and scrap
4.34635,0.07032,62,GUM,Guam,Aluminium waste and scrap
1.65458,0.02845,58,GUM,Guam,"Fruit pres. By freezing, not cont. Added sugar"
16.72136,0.33158,50,GUM,Guam,Electric accumulators
0.33489,0.01213,28,GUM,Guam,"Clock and watch parts, n.e.s."
2.36694,0.09929,24,GUM,Guam,Other prepared or preserved meat
0.03377,0.00159,21,GUM,Guam,Waste & scrap of unhardened rubber
5.42301,0.00665,815,GTM,Guatemala,"Nutmeg, mace & cardamoms"
10.52297,0.07867,134,GTM,Guatemala,"Bananas including plantains ,fresh"
0.47758,0.00606,79,GTM,Guatemala,Molasses
3.18337,0.05735,56,GTM,Guatemala,"Refined sugar & other prod. of refining, no syrup"
0.04443,0.00095,47,GTM,Guatemala,Matches (excluding Bengal matches)
2.74469,0.06697,41,GTM,Guatemala,"Raw sugar, beet & cane"
6.22219,0.1624,38,GTM,Guatemala,"Coffee, green or roasted"
0.23717,0.00711,33,GTM,Guatemala,"Foliage, branches, etc. for ornamental purposes"
0.11248,0.0036,31,GTM,Guatemala,Chlorites and hypochlorites
0.00425,0.00014,31,GTM,Guatemala,"Fabrics, woven, of coarse animal hair not horse"
47.44319,0.03371,1407,GIN,Guinea,Bauxite and concentrates of aluminium
1.47166,0.09175,16,GIN,Guinea,Aluminium oxide and hydroxide
0.71399,0.0514,14,GIN,Guinea,"Coconuts, brazil cashew nuts, fresh/dried"
0.00707,0.00083,8,GIN,Guinea,Beeswax and other insect waxes
46.10201,5.81302,8,GIN,Guinea,NA
0.39231,0.05089,8,GIN,Guinea,"Cocoa beans, raw or roasted"
0.03946,0.00573,7,GIN,Guinea,Railway & tramway service vehicles
0.06046,0.01178,5,GIN,Guinea,"Bran, pollard, sharps & other by products"
0.06243,0.01337,5,GIN,Guinea,"Pears & quinces, fresh"
0.28072,0.10148,3,GIN,Guinea,Natural rubber and similar natural gums
11.03631,0.03371,327,GUY,Guyana,Bauxite and concentrates of aluminium
4.55104,0.01745,261,GUY,Guyana,"Rice in the husk or not, not further prepared"
9.84334,0.1222,81,GUY,Guyana,"Rice, glazed or polished, not further prepared"
0.14349,0.00244,59,GUY,Guyana,"Slag and ash, n.e.s.(incl. kelp)"
0.82004,0.0223,37,GUY,Guyana,"Clay and similar refractory materials, n.e.s."
1.33243,0.03776,35,GUY,Guyana,"Fish, salted, dried or smoked"
1.02926,0.03574,29,GUY,Guyana,"Sawlogs & veneer logs, in the rough non conifer"
0.1887,0.00671,28,GUY,Guyana,"Animals, n.e.s."
1.80609,0.06697,27,GUY,Guyana,"Raw sugar, beet & cane"
0.00882,0.00035,25,GUY,Guyana,"Copra, ex. flour and meal"
0.06753,6.00E-04,112,HTI,Haiti,Peel of melons & citrus fruit not pres by sugar
42.96548,0.40582,106,HTI,Haiti,"Under garments knitted, not elast. Nor rubberd"
3.04817,0.03452,88,HTI,Haiti,Essential oils and resinoids
29.94267,0.79109,38,HTI,Haiti,"Outer garments knitted, not elast. Nor rubberd"
0.10102,0.00325,31,HTI,Haiti,Leather of goat and kid skins
0.3666,0.01546,24,HTI,Haiti,"Wigs, false beards, switches, etc."
2.20248,0.09733,23,HTI,Haiti,"Men�s/boy�s under garments, not knitted/crochet."
0.06306,0.0035,18,HTI,Haiti,"Human hair, dressed or otherwise worked, etc."
0.54515,0.03128,17,HTI,Haiti,"Headgear, knitted/crocheted of textile, no felt"
0.6894,0.05089,14,HTI,Haiti,"Cocoa beans, raw or roasted"
0.28655,0.00344,83,HND,Honduras,"Used or new rags, scrap cordage or worm out art."
11.00469,0.1624,68,HND,Honduras,"Coffee, green or roasted"
0.93254,0.01481,63,HND,Honduras,Cigars & cheroots
18.86175,0.40582,46,HND,Honduras,"Under garments knitted, not elast. Nor rubberd"
3.23421,0.07867,41,HND,Honduras,"Bananas including plantains ,fresh"
0.24428,0.00606,40,HND,Honduras,Molasses
0.07482,0.00199,38,HND,Honduras,"Tools, handles, shoe lasts, etc. of wood"
1.19616,0.03932,30,HND,Honduras,Soaps
2.17096,0.07837,28,HND,Honduras,Other fresh fruit
0.3741,0.01363,27,HND,Honduras,Palm kernel oil
0.03943,0.00068,58,HKG,"China, Hong Kong Special Administrative Region","Human hair, unworked; waste of human hair"
0.5424,0.01249,43,HKG,"China, Hong Kong Special Administrative Region","Synthetic or reconstructed prec. stones, not set"
0.13086,0.00516,25,HKG,"China, Hong Kong Special Administrative Region","Woven labels, badges, etc., not embroidered"
0.9978,0.04338,23,HKG,"China, Hong Kong Special Administrative Region",Other precious & semi precious stones not set
0.84905,0.04114,21,HKG,"China, Hong Kong Special Administrative Region","Stone fruit, fresh"
0.18449,0.00956,19,HKG,"China, Hong Kong Special Administrative Region","Buttons and button moulds, studs, etc."
0.09811,0.00537,18,HKG,"China, Hong Kong Special Administrative Region",Other tulle and net fabrics; lace
0.06679,0.00382,18,HKG,"China, Hong Kong Special Administrative Region",Zinc waste and scrap
0.10376,0.00762,14,HKG,"China, Hong Kong Special Administrative Region",Watch cases and parts thereof
0.0018,0.00014,13,HKG,"China, Hong Kong Special Administrative Region",Clock cases and parts thereof
0.0164,0.00028,59,HUN,Hungary,"Poultry liver, fresh, chilled, frozen salted"
0.00503,3.00E-04,17,HUN,Hungary,"Sugar beet, fresh or dried; sugar cane"
0.45765,0.02996,15,HUN,Hungary,Compounds with other nitrogen functions
0.02437,0.00174,14,HUN,Hungary,"Rolled platinum, etc. un. or partly worked"
0.42487,0.03671,12,HUN,Hungary,"Duplicating, addressing, etc. machines"
0.00199,0.00019,11,HUN,Hungary,True hemp and true hemp tow and waste
0.16167,0.01542,10,HUN,Hungary,"Manufactures of leather, n.e.s."
0.03982,0.00381,10,HUN,Hungary,"Roofing tiles, chimney pots and other ceramic"
0.04165,0.00475,9,HUN,Hungary,"Meat & edible offals, n.e.s."
0.3081,0.03558,9,HUN,Hungary,Other insulating fittings for electrical equip.
5.06546,0.03776,134,ISL,Iceland,"Fish, salted, dried or smoked"
1.37241,0.01195,115,ISL,Iceland,Oils of fish and marine mammals
29.58678,0.29193,101,ISL,Iceland,"Aluminium and aluminium alloys, unwrought"
0.38932,0.00431,90,ISL,Iceland,Fish waste
29.81179,0.41865,71,ISL,Iceland,"Fish, fresh, chilled or frozen"
2.11273,0.03928,54,ISL,Iceland,"Meat & fish meal, unfit for human consumption"
5.61711,0.10994,51,ISL,Iceland,"Bars, rods, angles, shapes and wire of aluminium"
0.09676,0.00212,46,ISL,Iceland,"Pumice stone, emery, nat. corundum & mat. abrasives"
0.62311,0.02337,27,ISL,Iceland,Waters(incl.spa waters);ice and snow
0.00086,3.00E-05,25,ISL,Iceland,"Yarn horsehair or coarse anim hair, not retail"
1.72296,0.02532,68,IDN,Indonesia,Lignite briquettes and lignite
0.72561,0.01363,53,IDN,Indonesia,Palm kernel oil
7.96199,0.16742,48,IDN,Indonesia,Palm oil
0.01455,0.00035,41,IDN,Indonesia,"Copra, ex. flour and meal"
1.05781,0.03001,35,IDN,Indonesia,Fatty acids; acid oils from refining
0.757,0.02156,35,IDN,Indonesia,Ores & concentrates of nickel
0.05994,0.00187,32,IDN,Indonesia,"Cloves (whole fruit, cloves & stems)"
0.71899,0.02457,29,IDN,Indonesia,"Tin and tin alloys, unwrought"
0.21504,0.00862,25,IDN,Indonesia,Yarn of discontin or waste regenerated fibres
0.37535,0.01543,24,IDN,Indonesia,Fatty alcohols
0.09698,0.00073,132,IRN,Iran,"Gas, manufactured"
0.06978,0.00068,102,IRN,Iran,"Sheep and lamb skins, without the wool"
0.18336,0.00187,98,IRN,Iran,Ingots iron or steel not high carbon or alloy
0.44187,0.00662,67,IRN,Iran,Paving and flagstones of natural stone
0.3031,0.0049,62,IRN,Iran,"Carpets, carpeting and rugs, knotted"
3.41557,0.05556,61,IRN,Iran,Methyl alcohol /methanol/
0.51898,0.01081,48,IRN,Iran,"Tropical fruit, dried"
0.48784,0.01065,46,IRN,Iran,"Grapes, dried (raisins)"
0.14027,0.0035,40,IRN,Iran,"Glazed ceramic setts, flags and tiles"
0.46517,0.01256,37,IRN,Iran,Marble and other calcareous monu. or build. Stone
0.43042,0.01081,40,IRQ,Iraq,"Tropical fruit, dried"
90.44729,5.5729,16,IRQ,Iraq,Crude petroleum
0.43408,0.06607,7,IRQ,Iraq,Petr. bitumen & other petrol.& shale oil resid.
0.01478,0.00257,6,IRQ,Iraq,Groundnut /peanut/ oil
0.02619,0.00585,4,IRQ,Iraq,Natural asphalt & natural bitumen
8.23042,5.81302,1,IRQ,Iraq,NA
0.00082,0.00068,1,IRQ,Iraq,"Sheep and lamb skins, without the wool"
0.00216,0.00187,1,IRQ,Iraq,Ingots iron or steel not high carbon or alloy
0.00577,0.00514,1,IRQ,Iraq,Leather of sheep and lamb skins
0.00977,0.01321,1,IRQ,Iraq,Bovine & equine hides excl. Calf & kip skins
2.45218,0.0592,41,IRL,Ireland,Sulphonamides
4.32519,0.13937,31,IRL,Ireland,Mixt. of odoriferous substances used as raw.mat.
7.71373,0.25497,30,IRL,Ireland,Imide and imine function compounds
9.35626,0.36267,26,IRL,Ireland,Heterocyclic compounds (incl. nucleic acids)
1.5466,0.07516,21,IRL,Ireland,Organo therapeutic glands/organs & extracts
0.81089,0.04182,19,IRL,Ireland,"Optical elements, unmounted"
0.1716,0.01142,15,IRL,Ireland,"Casein, caseinates & cas. derivatives, cas. glues"
0.09868,0.00664,15,IRL,Ireland,"Extracts, essences or conc. of tea or mate, etc."
0.25878,0.01852,14,IRL,Ireland,"Horses, asses, mules and hinnies"
13.64155,1.02106,13,IRL,Ireland,"Bacterial products, sera, vaccines"
0.23291,0.00421,55,ISR,Israel,Derivatives of phenols or phenol alcohols
0.35585,0.00769,46,ISR,Israel,Other halogens
0.46064,0.01101,42,ISR,Israel,Other phosphatic fertilizers & fert. materials
19.88798,0.56258,35,ISR,Israel,"Diamonds, not industrial, not set or strung"
0.07888,0.00306,26,ISR,Israel,Compressed gas cylinders of aluminium
0.16915,0.00711,24,ISR,Israel,Nitrites and nitrates
0.78,0.03285,24,ISR,Israel,"Tool tips, unmounted of sintered met. carbides"
0.25543,0.01081,24,ISR,Israel,"Tropical fruit, dried"
0.37681,0.01637,23,ISR,Israel,Chlorides and oxychlorides
0.00412,0.00018,23,ISR,Israel,"Fabrics, woven, of metal thread or of yarn"
0.04455,0.0021,21,ITA,Italy,Patent and metallized leather
0.01563,0.00093,17,ITA,Italy,Chamois dressed leather
0.04974,0.00312,16,ITA,Italy,Vermouths & other wines of fresh grapes
0.06259,0.00398,16,ITA,Italy,Vinegar and substitutes for vinegar
0.00042,3.00E-05,16,ITA,Italy,Wool shoddy
0.27033,0.01835,15,ITA,Italy,"Fabrics, woven, of wool or animal hair"
0.07108,0.00642,11,ITA,Italy,Machinery ex. sewing mach. For working hides etc
0.55655,0.05591,10,ITA,Italy,"Spectacles, pince-nez, etc."
0.56192,0.05731,10,ITA,Italy,"Macaroni, spaghetti, noodles, vermicelli etc."
0.14983,0.01536,10,ITA,Italy,Machine tools for working minerals
0.82121,0.00081,1018,CIV,Côte d'Ivoire,"Cocoa shells, husks, skins and waste"
27.26118,0.05089,536,CIV,Côte d'Ivoire,"Cocoa beans, raw or roasted"
5.93339,0.0514,115,CIV,Côte d'Ivoire,"Coconuts, brazil cashew nuts, fresh/dried"
3.57349,0.03247,110,CIV,Côte d'Ivoire,Cocoa butter (fat or oil)
0.13635,0.00135,101,CIV,Côte d'Ivoire,Cotton seed
8.37437,0.10148,83,CIV,Côte d'Ivoire,Natural rubber and similar natural gums
0.84501,0.02156,39,CIV,Côte d'Ivoire,Ores & concentrates of nickel
0.51281,0.01321,39,CIV,Côte d'Ivoire,"Cocoa powder, unsweetened"
2.42443,0.07867,31,CIV,Côte d'Ivoire,"Bananas including plantains ,fresh"
2.57196,0.08558,30,CIV,Côte d'Ivoire,"Raw cotton, other than linters"
51.20022,0.09175,558,JAM,Jamaica,Aluminium oxide and hydroxide
0.70338,0.00312,225,JAM,Jamaica,Vermouths & other wines of fresh grapes
5.72451,0.03371,170,JAM,Jamaica,Bauxite and concentrates of aluminium
2.36202,0.01392,170,JAM,Jamaica,"Roots & tubers, fresh or dried, sago pith"
0.05021,0.00055,91,JAM,Jamaica,Cotton linters
0.11341,0.0013,87,JAM,Jamaica,Fruit in temporary preservative
0.53408,0.00833,64,JAM,Jamaica,"Cider & fermented beverages, n.e.s."
0.22207,0.00582,38,JAM,Jamaica,Limestone flux & calcer. stone used for lime
6.09671,0.19111,32,JAM,Jamaica,Distilled alcoholic beverages
0.32159,0.016,20,JAM,Jamaica,"Thyme, saffron, bay leaves & other spices"
0.45839,0.03636,13,JPN,Japan,"Chemical prods for photography, for retail sale"
0.05051,0.00412,12,JPN,Japan,"Drawn or blown glass, unworked, in rectangles"
0.12811,0.01111,12,JPN,Japan,Phosphides
0.06773,0.00637,11,JPN,Japan,"Watch movements, assembled"
0.00701,0.00073,10,JPN,Japan,Pen nibs and nib points
0.04472,0.00503,9,JPN,Japan,"Pianos, harpsichords, keyboard string instruments"
0.03886,0.00474,8,JPN,Japan,"Pearls, not set or strung"
0.01757,0.00221,8,JPN,Japan,Pitch coke
0.173,0.02621,7,JPN,Japan,Photographic plates/films in the flat unexposed
0.96218,0.14757,7,JPN,Japan,Electrical condensers
0.02412,0.00025,96,KAZ,Kazakhstan,Beryllium
0.24709,0.00264,94,KAZ,Kazakhstan,Chromium oxides and hydroxides
0.31904,0.00467,68,KAZ,Kazakhstan,Linseed
0.09212,0.00176,52,KAZ,Kazakhstan,"Asbestos, crude, washed or ground"
2.59782,0.05977,43,KAZ,Kazakhstan,Radioactive chem. elements & isotopes/comp. & mix.
0.02529,0.00085,30,KAZ,Kazakhstan,Cotton seed oil
0.04587,0.00164,28,KAZ,Kazakhstan,Master alloys of copper
0.03654,0.00147,25,KAZ,Kazakhstan,Linseed oil
0.49011,0.0215,23,KAZ,Kazakhstan,"Sulphur, not sublimed, precipitd or colloidal"
0.57449,0.02768,21,KAZ,Kazakhstan,Flour of wheat or of meslin
2.41243,0.00421,573,JOR,Jordan,Derivatives of phenols or phenol alcohols
5.33505,0.01798,297,JOR,Jordan,"Natural phosphates, whether or not ground"
4.44002,0.02496,178,JOR,Jordan,Phosphorous pentoxide and phosphoric acids
0.88076,0.00769,115,JOR,Jordan,Other halogens
0.79464,0.00711,112,JOR,Jordan,Nitrites and nitrates
0.4079,0.0042,97,JOR,Jordan,Caustic potash; peroxides of potassium / sodium
1.03867,0.01107,94,JOR,Jordan,"Sheep, lambs and goats"
8.22526,0.09356,88,JOR,Jordan,Potassic fertilizers and materials
0.94807,0.01637,58,JOR,Jordan,Chlorides and oxychlorides
0.04829,0.00093,52,JOR,Jordan,Chalk
18.01374,0.04186,430,KEN,Kenya,Tea
9.55737,0.04776,200,KEN,Kenya,Cut flowers and buds for ornamental purposes
0.2119,0.00145,146,KEN,Kenya,Jute & waste
0.47176,0.00351,134,KEN,Kenya,Ores and concentrates of tin
0.3524,0.00329,107,KEN,Kenya,Sisal and other fibres of the agave family
0.05858,0.00095,62,KEN,Kenya,Matches (excluding Bengal matches)
2.91419,0.0507,57,KEN,Kenya,"Ores & conc. of titanium, vanadium, molybdem, etc."
0.10581,0.00201,53,KEN,Kenya,Yarn of discontinuous synt.fib. Not for sale
0.33338,0.00664,50,KEN,Kenya,"Extracts, essences or conc. of tea or mate, etc."
0.16127,0.00369,44,KEN,Kenya,Other ores & conc. of non-ferrous base metals.
3.51066,0.00097,3609,PRK,Democratic People's Republic of Korea,Ores & concentrates of tungsten
13.99574,0.00637,2198,PRK,Democratic People's Republic of Korea,"Watch movements, assembled"
8.84062,0.01546,572,PRK,Democratic People's Republic of Korea,"Wigs, false beards, switches, etc."
0.59103,0.00187,316,PRK,Democratic People's Republic of Korea,Ingots iron or steel not high carbon or alloy
4.65649,0.01834,254,PRK,Democratic People's Republic of Korea,Technical models for demonstrating
0.17232,0.00131,131,PRK,Democratic People's Republic of Korea,"Oxides, hydroxides & perox. of strontium, barium"
0.2404,0.00235,102,PRK,Democratic People's Republic of Korea,"Articles of tin, n.e.s."
0.48129,0.00473,102,PRK,Democratic People's Republic of Korea,Other wind musical instruments
0.16428,0.00208,79,PRK,Democratic People's Republic of Korea,"Animal oils and fats, n.e.s."
0.05907,0.00083,71,PRK,Democratic People's Republic of Korea,Coral and shells and their wastes
0.00095,1.00E-04,10,KOR,Republic of Korea,"Terry fabrics of cotton, unbleached"
0.17528,0.01856,9,KOR,Republic of Korea,Salts of metallic acids
0.01603,0.00186,9,KOR,Republic of Korea,Nitric acid; sulphonitric acids
0.03353,0.00413,8,KOR,Republic of Korea,"Halides, oxyhalides & other halogen compounds"
0.01761,0.00221,8,KOR,Republic of Korea,Pitch coke
0.02747,0.0042,7,KOR,Republic of Korea,Caustic potash; peroxides of potassium / sodium
2.79103,0.44848,6,KOR,Republic of Korea,"Ships and boats, other than warships"
0.04229,0.00686,6,KOR,Republic of Korea,Cyanides and complex cyanides
1.96207,0.32417,6,KOR,Republic of Korea,Other hydrocarbons
0.07966,0.01365,6,KOR,Republic of Korea,"Cast or rolled glass, unworked, in rectangles"
1.22504,0.01077,114,KWT,Kuwait,Other derivatives of hydrocarbons
0.05777,0.00187,31,KWT,Kuwait,Ingots iron or steel not high carbon or alloy
0.01345,0.00078,17,KWT,Kuwait,Clocks with watch movements
0.03606,0.00241,15,KWT,Kuwait,"Powder puffs pads for applying cosm./toil, prep."
0.75521,0.05444,14,KWT,Kuwait,Styrene
65.98165,5.5729,12,KWT,Kuwait,Crude petroleum
1.37659,0.11902,12,KWT,Kuwait,Other acyclic alcohols and derivatives
0.04733,0.00696,7,KWT,Kuwait,"Clocks, n.e.s."
0.00251,0.00038,7,KWT,Kuwait,Sidearms and parts thereof
0.3252,0.05372,6,KWT,Kuwait,Petroleum coke
0.01253,3.00E-05,415,KGZ,Kyrgyzstan,Silk worm cocoons suitable for reeling
0.02445,0.00016,151,KGZ,Kyrgyzstan,Waste & used leather
5.27746,0.04645,114,KGZ,Kyrgyzstan,"Ores & conc. of silver, platinum, etc."
0.28082,0.00369,76,KGZ,Kyrgyzstan,Other ores & conc. of non-ferrous base metals.
2.74566,0.05487,50,KGZ,Kyrgyzstan,"Beans, peas, lentils & leguminous vegetable. dried"
0.2566,0.00521,49,KGZ,Kyrgyzstan,"Railway locomotives, not steam or electric"
0.93791,0.02244,42,KGZ,Kyrgyzstan,Glass working machinery
0.02142,0.00053,41,KGZ,Kyrgyzstan,Unreelable cocoons and cocoons wastes
0.97727,0.03153,31,KGZ,Kyrgyzstan,Glass in rectangles surface ground or polished
0.09825,0.00346,28,KGZ,Kyrgyzstan,Lead waste and scrap
0.92895,0.00656,142,LAO,Lao People's Dem. Rep.,Pulp other than wood pulp
1.86353,0.01392,134,LAO,Lao People's Dem. Rep.,"Roots & tubers, fresh or dried, sago pith"
0.50216,0.00415,121,LAO,Lao People's Dem. Rep.,Natural barium sulphate & barium carbonate
19.19779,0.19661,98,LAO,Lao People's Dem. Rep.,Electric energy
0.29484,0.00351,84,LAO,Lao People's Dem. Rep.,Ores and concentrates of tin
2.1993,0.02789,79,LAO,Lao People's Dem. Rep.,"Chemical wood pulp, dissolving grades"
0.40882,0.00582,70,LAO,Lao People's Dem. Rep.,"Vegetable products, fresh or dried, n.e.s."
0.51606,0.00792,65,LAO,Lao People's Dem. Rep.,Wood charcoal
6.2093,0.10148,61,LAO,Lao People's Dem. Rep.,Natural rubber and similar natural gums
1.10732,0.01856,60,LAO,Lao People's Dem. Rep.,Salts of metallic acids
8.74159,0.00904,967,LBN,Lebanon,"Firearms, exl. military weapons"
1.17126,0.01101,106,LBN,Lebanon,Other phosphatic fertilizers & fert. materials
0.12836,0.00324,40,LBN,Lebanon,"Fruit, fruit peel, preserved by sugar"
0.93524,0.02496,37,LBN,Lebanon,Phosphorous pentoxide and phosphoric acids
0.40623,0.01222,33,LBN,Lebanon,"Veg.& fruit, prep./pres. by vinegar or acet. acid"
1.20605,0.03899,31,LBN,Lebanon,"Lead and lead alloys, unwrought"
0.05764,0.00235,25,LBN,Lebanon,"Bobbins, spools, cops, etc. of paper pulp, paper"
0.24479,0.01107,22,LBN,Lebanon,"Sheep, lambs and goats"
0.04365,0.00201,22,LBN,Lebanon,"Sheep and lamb skins, with the wool on"
0.28721,0.01337,21,LBN,Lebanon,"Pears & quinces, fresh"
0.26702,0.00086,310,LSO,Lesotho,"Cotton yarn and thread, put up for retail sale"
2.57455,0.01658,155,LSO,Lesotho,"Sheeps and lambs wool, greasy or fleece washed"
1.21304,0.00917,132,LSO,Lesotho,Industrial diamonds
0.57304,0.0045,127,LSO,Lesotho,"Cotton, carded or combed"
0.36576,0.00401,91,LSO,Lesotho,"Fine animal hair, ex. wool not carded or combed"
31.80346,0.56258,57,LSO,Lesotho,"Diamonds, not industrial, not set or strung"
0.0876,0.00223,39,LSO,Lesotho,"Cotton waste, not carded or combed"
